IL_CODE11,IL_NAME11,IA_CODE11,IA_NAME11,IR_CODE11,IR_NAME11,STE_CODE11,STE_NAME11,AREA_SQKM,Indigenousno,Nonindigenousno
30500903,Rockhampton,305009,Rockhampton - Yeppoon,305,Rockhampton,3,Queensland,176.00534,"3,465","51,779"
30500904,Rockhampton - North,305009,Rockhampton - Yeppoon,305,Rockhampton,3,Queensland,"11,726.60565","3,465","51,779"
30500905,Rockhampton - South,305009,Rockhampton - Yeppoon,305,Rockhampton,3,Queensland,"5,852.96184","3,465","51,779"
30500906,Yeppoon,305009,Rockhampton - Yeppoon,305,Rockhampton,3,Queensland,24.84104,"3,465","51,779"
50501501,Rockingham - Central Coast,505015,Rockingham,505,Perth,5,Western Australia,58.61758,"1,159","77,231"
50501502,Rockingham - North,505015,Rockingham,505,Perth,5,Western Australia,30.48556,"1,159","77,231"
50501503,Rockingham - South-West,505015,Rockingham,505,Perth,5,Western Australia,155.5658,"1,159","77,231"
50600501,Cheeditha - Mingullatharndo,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,221.61259,595,"1,797"
50600502,Dampier,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,"14,872.88847",595,"1,797"
50600503,Injudunna,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,0.14852,595,"1,797"
50600504,Roebourne,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,4.72949,595,"1,797"
50600505,Wickham,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,1.90444,595,"1,797"
40101801,Salisbury - Central,401018,Salisbury,401,Adelaide,4,South Australia,21.05131,"2,048","110,760"
40101802,Salisbury - North-East,401018,Salisbury,401,Adelaide,4,South Australia,16.51044,"2,048","110,760"
40101803,Salisbury - South-East,401018,Salisbury,401,Adelaide,4,South Australia,20.62655,"2,048","110,760"
40101804,Salisbury - West,401018,Salisbury,401,Adelaide,4,South Australia,99.24479,"2,048","110,760"
30801101,Sarina,308011,Sarina,308,Townsville - Mackay,3,Queensland,"1,438.37831",480,"9,490"
50200701,Burringurrah,502007,Shark Bay - Coral Bay - Upper Gascoyne,502,Geraldton,5,Western Australia,10.13937,91,643
50200702,Shark Bay - Coral Bay - Upper Gascoyne,502007,Shark Bay - Coral Bay - Upper Gascoyne,502,Geraldton,5,Western Australia,"128,497.5141",91,643
10600301,Culburra - Orient Point,106003,Shoalhaven,106,South-Eastern NSW,1,New South Wales,7.05714,976,"45,481"
10600302,Nowra,106003,Shoalhaven,106,South-Eastern NSW,1,New South Wales,26.56467,976,"45,481"
10600303,Shoalhaven,106003,Shoalhaven,106,South-Eastern NSW,1,New South Wales,"4,341.1427",976,"45,481"
10401801,Singleton,104018,Singleton,104,NSW Central and North Coast,1,New South Wales,"4,349.0774",584,"20,324"
20201101,Bass Coast,202011,South Gippsland - Bass Coast,202,Victoria exc. Melbourne,2,Victoria,"1,033.64533",124,"24,450"
20201102,South Gippsland,202011,South Gippsland - Bass Coast,202,Victoria exc. Melbourne,2,Victoria,"3,390.69777",124,"24,450"
50501701,South Perth,505017,South Perth - Victoria Park,505,Perth,5,Western Australia,19.67288,356,"35,063"
50501702,Victoria Park,505017,South Perth - Victoria Park,505,Perth,5,Western Australia,17.61823,356,"35,063"
40101901,Limestone Coast,401019,South-East,401,Adelaide,4,South Australia,"21,305.43523",407,"36,549"
40101902,Mount Gambier,401019,South-East,401,Adelaide,4,South Australia,31.5304,407,"36,549"
20201301,Glenelg North - Heywood,202013,Southern Grampians - Glenelg,202,Victoria exc. Melbourne,2,Victoria,"6,121.08808",110,"16,010"
20201302,Portland,202013,Southern Grampians - Glenelg,202,Victoria exc. Melbourne,2,Victoria,63.98506,110,"16,010"
20201303,Southern Grampians,202013,Southern Grampians - Glenelg,202,Victoria exc. Melbourne,2,Victoria,"6,762.10334",110,"16,010"
10600501,Goulburn Mulwaree,106005,Southern Tablelands,106,South-Eastern NSW,1,New South Wales,"3,123.8448",372,"21,169"
10600502,Southern Tablelands,106005,Southern Tablelands,106,South-Eastern NSW,1,New South Wales,"13,686.32404",372,"21,169"
10600503,Wingecaribee,106005,Southern Tablelands,106,South-Eastern NSW,1,New South Wales,"3,073.52944",372,"21,169"
